特征名称,数量,均值,标准差,最小值,25分位数,中位数,75分位数,最大值
均方根_RMS,1746.0,0.019019340738901637,0.00654464301670228,0.010103613138198853,0.01391105423681438,0.016833138652145863,0.022338055539876223,0.044301822781562805
峰值_Peak,1746.0,0.056469531691412334,0.007790496438766649,0.033085647970438004,0.050343663431704044,0.058498844504356384,0.06360500305891037,0.06655243784189224
峰峰值_PeakToPeak,1746.0,0.10766175534802341,0.015152183605759834,0.06573900580406189,0.09487190283834934,0.10938806086778641,0.1240321695804596,0.12403217703104019
偏度_Skewness,1746.0,-0.08897401588352317,0.09011118105336356,-0.4321426451206207,-0.14147642627358437,-0.08252410963177681,-0.029498425778001547,0.20827724039554596
峭度_Kurtosis,1746.0,2.723373652050722,0.36372856020753147,1.516129732131958,2.524003028869629,2.8181607723236084,2.9885348081588745,3.445352077484131
峰值因子_CrestFactor,1746.0,3.1617695701609554,0.6101110453228025,1.4231671568726652,2.8289851685718452,3.278646312131387,3.580340792977748,5.073690043972927
频率重心_Hz,1746.0,1127.5521821187149,423.71453514195167,423.26655612975765,751.6778325853508,1110.6921667625797,1489.5341330434107,2126.857094877499
0到1kHz能量占比,1746.0,0.6408657062487231,0.18574532214866318,0.21484240889549255,0.48238637298345566,0.6441985368728638,0.803595632314682,0.9615156054496765
1到3kHz能量占比,1746.0,0.2707538207873429,0.14232365583479145,0.026385368779301643,0.1450631432235241,0.268749862909317,0.38908741623163223,0.6070570349693298
3到5kHz能量占比,1746.0,0.0806116276342776,0.037026107328526445,0.011884616687893867,0.04971283208578825,0.08064458146691322,0.11144389770925045,0.1617102324962616
一倍频能量占比,1746.0,0.05279637011749385,0.04506181429608188,0.0006251524901017547,0.019443795084953308,0.040897609665989876,0.0736740455031395,0.30929142236709595
二倍频能量占比,1746.0,0.0019567423264962606,0.001586296581795787,5.793417585664429e-06,0.0006644459062954411,0.0015603784122504294,0.0028475556755438447,0.009906914085149765
三四倍频能量占比,1746.0,0.5062983576784429,0.21733277142735458,0.05439264327287674,0.32575133442878723,0.4988657683134079,0.6817250996828079,0.9389251470565796
