均方根_RMS,峰值_Peak,峰峰值_PeakToPeak,偏度_Skewness,峭度_Kurtosis,峰值因子_CrestFactor,频率重心_Hz,0到1kHz能量占比,1到3kHz能量占比,3到5kHz能量占比,一倍频能量占比,二倍频能量占比,三四倍频能量占比
0.015383312478661537,0.0554179884493351,0.106160968542099,-0.07877130061388016,2.8981149196624756,3.6024743385147957,1470.2301005310144,0.49051716923713684,0.3720995783805847,0.13738322257995605,0.11292940378189087,0.0033357671927660704,0.2404988408088684
0.030253158882260323,0.06435937434434891,0.1240321695804596,-0.11194441467523575,2.047668695449829,2.1273604714369263,618.0438155403168,0.8690419793128967,0.09049491584300995,0.04046301171183586,0.042088255286216736,0.0009285396081395447,0.8071300387382507
0.014730505645275116,0.05698934942483902,0.09686604142189026,-0.13808931410312653,2.8212106227874756,3.8687979077792107,1261.241778025517,0.5734931230545044,0.3366779386997223,0.08975423127412796,0.13678395748138428,0.003155012847855687,0.3297942578792572
0.018360160291194916,0.06087741255760193,0.11689156293869019,-0.2263316661119461,2.7611451148986816,3.3157342631415654,1088.0636834129668,0.6835792660713196,0.20900282263755798,0.10740846395492554,0.07692375034093857,0.001969659235328436,0.5655381083488464
0.01531118806451559,0.06303424388170242,0.12065650522708893,-0.10945920646190643,3.106977701187134,4.116874772354891,1498.5913716540483,0.45211780071258545,0.4386950731277466,0.10918702930212021,0.12760931253433228,0.0037934894207865,0.22211205959320068
0.017693983390927315,0.06197454780340195,0.11146954447031021,-0.34177541732788086,2.851963520050049,3.5025774824496083,1046.4093931139078,0.696611225605011,0.2023259848356247,0.1010521724820137,0.10698921233415604,0.0025512566789984703,0.5302733182907104
0.017622992396354675,0.06427109986543655,0.11069226264953613,-0.375813364982605,2.883272647857666,3.6470026438349974,1073.6035630773104,0.7001758813858032,0.189701110124588,0.11012305319309235,0.08395414799451828,0.001482784398831427,0.5696625709533691
0.014866444282233715,0.05977801978588104,0.11046916991472244,-0.056562941521406174,3.1209821701049805,4.021003183208935,1388.9480403819064,0.5072742104530334,0.3982532322406769,0.09445953369140625,0.1383294016122818,0.0025038854219019413,0.25454774498939514
0.01849236525595188,0.055387020111083984,0.1006639301776886,-0.22239823639392853,2.4990389347076416,2.9951290352250752,982.698271539087,0.7144673466682434,0.19862261414527893,0.08690071105957031,0.08455783873796463,0.0014971836935728788,0.5850507020950317
0.025064149871468544,0.06431151926517487,0.12403217703104019,0.05265634506940842,2.28439998626709,2.5658767439711645,639.2702983129238,0.8610493540763855,0.0925498977303505,0.04639507830142975,0.03383278846740723,0.002161645097658038,0.8027463555335999
0.025742406025528908,0.0642266795039177,0.12403217703104019,0.0620015487074852,2.2505764961242676,2.494975778011143,660.7737003174619,0.8503742814064026,0.09834001213312149,0.05127871781587601,0.022881394252181053,0.0011404058896005154,0.806408166885376
0.030687401071190834,0.06430796533823013,0.1240321695804596,-0.11281838268041611,2.035475730895996,2.0955820008005346,599.226384741946,0.8878202438354492,0.06985414028167725,0.042325638234615326,0.04099983721971512,0.0006972491391934454,0.82984459400177
0.025571810081601143,0.06380780041217804,0.12355919182300568,0.0934358760714531,2.2069129943847656,2.4952398835306684,635.3802316660142,0.858187198638916,0.09929663687944412,0.04251295328140259,0.032373346388339996,0.0014443084364756942,0.8061220645904541
0.018034489825367928,0.057072121649980545,0.10417334735393524,-0.307918906211853,2.6951677799224854,3.1646097116945526,1105.3302001743577,0.6974677443504333,0.18423444032669067,0.11828860640525818,0.07174763828516006,0.0009755165665410459,0.593245267868042
0.025730514898896217,0.06189936771988869,0.1215992197394371,0.08569637686014175,2.2137207984924316,2.405679325140064,623.6639547656695,0.8634958267211914,0.09632927179336548,0.040172237902879715,0.029306193813681602,0.001507246633991599,0.8145602941513062
0.030828019604086876,0.06427229195833206,0.1240321695804596,-0.11621180176734924,2.043181896209717,2.084866066055265,638.3204671442957,0.8695338368415833,0.08559934049844742,0.04485958814620972,0.039438486099243164,0.0009640541393309832,0.8087159991264343
