均方根_RMS,峰值_Peak,峰峰值_PeakToPeak,偏度_Skewness,峭度_Kurtosis,峰值因子_CrestFactor,频率重心_Hz,0到1kHz能量占比,1到3kHz能量占比,3到5kHz能量占比,一倍频能量占比,二倍频能量占比,三四倍频能量占比
0.03295540437102318,0.06415481865406036,0.12403217703104019,-0.09451784193515778,1.8658934831619263,1.9467161722501363,512.1296511083784,0.9202423095703125,0.05315379798412323,0.026231799274683,0.024429496377706528,0.00015911839727777988,0.8840022683143616
0.012688722461462021,0.04606582596898079,0.09023356437683105,-0.0639108344912529,2.928459882736206,3.6304542167472498,1846.2572465771332,0.32850465178489685,0.4838559329509735,0.1870172917842865,0.03947100415825844,0.0009552549454383552,0.153178408741951
0.020344367250800133,0.060068920254707336,0.11183230578899384,-0.20824262499809265,2.3845691680908203,2.9526069555882724,793.6352412318363,0.7944217324256897,0.1483762115240097,0.05708562955260277,0.05617070570588112,0.0012957501458004117,0.7100083827972412
0.013248616829514503,0.04332336038351059,0.07637716829776764,-0.17218832671642303,2.651787281036377,3.2700289349245333,1088.171714728703,0.6617889404296875,0.23929306864738464,0.09874803572893143,0.054733239114284515,0.0018008026527240872,0.5548396110534668
0.016161397099494934,0.04640299454331398,0.08781679719686508,-0.13202796876430511,2.503933906555176,2.871224205108661,914.3441454079154,0.7436874508857727,0.18263402581214905,0.0736754760146141,0.037009209394454956,0.00037232955219224095,0.668106734752655
0.021630972623825073,0.06268669664859772,0.11181473731994629,-0.12992046773433685,2.1346280574798584,2.8980063789020054,592.2802324462966,0.8826574087142944,0.08092406392097473,0.036297764629125595,0.03672639653086662,0.00021858270338270813,0.8272213339805603
0.013784060254693031,0.043826136738061905,0.082832470536232,-0.15730080008506775,2.713772773742676,3.1794794802903614,1164.3975192514217,0.6245018839836121,0.2689545452594757,0.10642237961292267,0.08060333132743835,0.0023524363059550524,0.45629680156707764
0.021178195253014565,0.05687236785888672,0.10738466680049896,-0.11744361370801926,2.0911476612091064,2.685420885809707,607.1200381292011,0.8828650712966919,0.07645062357187271,0.04064450412988663,0.03232091665267944,0.001382894697599113,0.8220973014831543
0.02635362558066845,0.06431862711906433,0.1240321695804596,-0.06765765696763992,1.9950705766677856,2.4405988056460926,589.9465569542508,0.887499988079071,0.07723207771778107,0.03526778146624565,0.01365196704864502,0.0005455962382256985,0.846396803855896
0.021422896534204483,0.05963924527168274,0.11637268960475922,-0.0719757229089737,2.2310338020324707,2.7839020355476634,732.7506783379634,0.8218235969543457,0.12613075971603394,0.050412144511938095,0.01949564926326275,9.555953874951228e-05,0.7656747698783875
0.014449600130319595,0.04684121534228325,0.09097324311733246,-0.13280360400676727,2.7450923919677734,3.241696304159631,1328.949030291985,0.5521404147148132,0.33222806453704834,0.11563082784414291,0.06896870583295822,0.0031315558589994907,0.3964422047138214
0.025166917592287064,0.06373804807662964,0.12347960472106934,-0.0476422943174839,2.034419298171997,2.532612420268381,585.3421992294282,0.886824369430542,0.07873960584402084,0.033925674855709076,0.02293580211699009,0.0007102331728674471,0.8440580368041992
0.01631082221865654,0.04935077950358391,0.09246505051851273,-0.05919279158115387,2.637366533279419,3.025646337074913,1182.344904824338,0.6208663582801819,0.28265121579170227,0.09629537910223007,0.0987691655755043,0.0045252288691699505,0.4604898691177368
0.014837069436907768,0.04666122421622276,0.08510693907737732,-0.23133738338947296,2.4497318267822266,3.144908393904682,850.2681125415095,0.7635027766227722,0.16835688054561615,0.06811933219432831,0.06826099753379822,0.005127956159412861,0.6510920524597168
