均方根_RMS,峰值_Peak,峰峰值_PeakToPeak,偏度_Skewness,峭度_Kurtosis,峰值因子_CrestFactor,频率重心_Hz,0到1kHz能量占比,1到3kHz能量占比,3到5kHz能量占比,一倍频能量占比,二倍频能量占比,三四倍频能量占比
0.030230946838855743,0.09624630212783813,0.1697063446044922,-0.16499345004558563,2.17209529876709,3.183701213120767,626.0938974515601,0.8767468929290771,0.07631701231002808,0.04692433774471283,0.04397934302687645,0.001193254953250289,0.8153875470161438
0.030333343893289566,0.08057332783937454,0.15391826629638672,-0.13201090693473816,2.099168300628662,2.6562626303308075,612.8851694696829,0.8853111863136292,0.0667249783873558,0.047962937504053116,0.04098157957196236,0.0013426014920696616,0.8199160099029541
0.03122681751847267,0.07441549748182297,0.14787912368774414,-0.11740074306726456,2.061434030532837,2.383063769960495,601.8749930863569,0.890714168548584,0.06337384134531021,0.04591114819049835,0.04325714334845543,0.0011407558340579271,0.8291677832603455
0.0306860338896513,0.09262736886739731,0.16613006591796875,-0.1379082202911377,2.1597707271575928,3.0185513448063044,590.2162126314207,0.8877047896385193,0.07243402302265167,0.039860501885414124,0.0414108969271183,0.0010692356154322624,0.8233062028884888
0.030142296105623245,0.09258197247982025,0.16141653060913086,-0.14499549567699432,2.269550323486328,3.0714970137751707,615.4547254429755,0.8769574165344238,0.07988999783992767,0.043152108788490295,0.043752338737249374,0.001219253521412611,0.8132765889167786
0.03104162961244583,0.08384629338979721,0.15346288681030273,-0.13194777071475983,2.183702230453491,2.70109187030177,607.3558590459297,0.8839675188064575,0.07213106006383896,0.043901246041059494,0.042748067528009415,0.0008898787782527506,0.8188567757606506
0.03133467957377434,0.08391062170267105,0.15640974044799805,-0.11900908499956131,2.0967166423797607,2.6778835093058504,612.1149588884488,0.8836709856987,0.07074768841266632,0.045572273433208466,0.04036574810743332,0.0009786655427888036,0.8251824378967285
0.031164245679974556,0.08928734064102173,0.17082452774047852,-0.12152967602014542,2.105292320251465,2.865057012932314,601.7294020121396,0.8867368102073669,0.06858682632446289,0.04467497020959854,0.04162891209125519,0.0008884032722562551,0.8203049898147583
0.03036007657647133,0.08948453515768051,0.17082452774047852,-0.13211558759212494,2.18039870262146,2.94744102273057,623.4111313376098,0.8761440515518188,0.07699771970510483,0.04685825854539871,0.04275534674525261,0.0013075993629172444,0.8099822998046875
0.03067239373922348,0.07983190566301346,0.15714645385742188,-0.1296921819448471,2.1336889266967773,2.6027282493548154,640.8171193287877,0.8691638112068176,0.0840943232178688,0.04673660546541214,0.043934691697359085,0.0013639358803629875,0.805062472820282
0.031258538365364075,0.08264414221048355,0.16001224517822266,-0.13856801390647888,2.0905697345733643,2.64389016664366,629.0917938080128,0.8789128661155701,0.07495692372322083,0.04609942063689232,0.040977105498313904,0.0014346034731715918,0.8216671347618103
0.030863340944051743,0.0826617106795311,0.1571059226989746,-0.1394781768321991,2.0631260871887207,2.678313758277167,590.2770207300973,0.8955087661743164,0.0599534772336483,0.04453542083501816,0.042300112545490265,0.0015213360311463475,0.8342455625534058
0.03076479397714138,0.08618521690368652,0.15918254852294922,-0.13878120481967926,2.108466625213623,2.8014235026219185,582.8455865963151,0.8921988010406494,0.06838484108448029,0.03941645100712776,0.04492097720503807,0.0018241868820041418,0.8270209431648254
0.03090479038655758,0.08621517568826675,0.15918254852294922,-0.1322731375694275,2.1583268642425537,2.789702651501478,624.1633679363666,0.8776383996009827,0.07967382669448853,0.0426875501871109,0.040156640112400055,0.0017263947520405054,0.8151729106903076
0.030843406915664673,0.08494192361831665,0.16503334045410156,-0.11280060559511185,2.1400580406188965,2.7539734455347276,639.3115005724044,0.8752169013023376,0.07678119838237762,0.047996874898672104,0.04334847629070282,0.0016598158981651068,0.809017539024353
0.030412832275032997,0.10424893349409103,0.1842021942138672,-0.12120956182479858,2.239583730697632,3.4277943122135652,662.4074056405766,0.8636713027954102,0.0842365026473999,0.052090298384428024,0.04276048019528389,0.0013648753520101309,0.8030300140380859
0.030635368078947067,0.10437353700399399,0.19397974014282227,-0.1326099932193756,2.2279603481292725,3.4069620685352096,651.6509766700657,0.8655621409416199,0.08279098570346832,0.05163654685020447,0.041637931019067764,0.0010604815324768424,0.7997806072235107
