样本编号,均方根_RMS,峰值_Peak,峰峰值_PeakToPeak,偏度_Skewness,峭度_Kurtosis,峰值因子_CrestFactor,频率重心_Hz,0到1kHz能量占比,1到3kHz能量占比,3到5kHz能量占比,一倍频能量占比,二倍频能量占比,三四倍频能量占比
0,0.014951761811971664,0.052251361310482025,0.09796199202537537,-0.08204735070466995,2.870065689086914,3.4946624995825197,1388.4365074079485,0.526075541973114,0.3789582848548889,0.09488628804683685,0.12383078038692474,0.003196191042661667,0.3120538890361786
1,0.03028981015086174,0.06429341435432434,0.1240321695804596,-0.10741259902715683,2.0299277305603027,2.122608693550118,619.9569300244003,0.8824187517166138,0.07033472508192062,0.04724237322807312,0.04482095316052437,0.0016402369365096092,0.8117311596870422
2,0.0145570645108819,0.04798484966158867,0.0929625853896141,-0.004324608016759157,2.9262776374816895,3.296327334568177,1501.7125041352401,0.4741753339767456,0.3944092094898224,0.13139691948890686,0.14030767977237701,0.003427969291806221,0.22775162756443024
3,0.02587657794356346,0.06426447629928589,0.1240321695804596,0.06954823434352875,2.2618789672851562,2.483499805768851,603.4971423912785,0.8777604103088379,0.07861752063035965,0.04362061247229576,0.028361018747091293,0.0017138099065050483,0.8279514908790588
4,0.030611857771873474,0.06428427994251251,0.1240321695804596,-0.12914888560771942,2.0595436096191406,2.0999797013129227,611.9325289029468,0.8815423250198364,0.07387969642877579,0.044574230909347534,0.04288284480571747,0.001126629300415516,0.8129153251647949
5,0.026031168177723885,0.06423339247703552,0.12403217703104019,0.05153618007898331,2.2102653980255127,2.4675570468456947,633.8557363274842,0.8625471591949463,0.08810260891914368,0.04934738948941231,0.030711805447936058,0.001245134393684566,0.8098137378692627
6,0.03056330978870392,0.06429065018892288,0.1240321695804596,-0.12102560698986053,2.0405478477478027,2.103523820924033,608.5025698614986,0.891231894493103,0.061364952474832535,0.04740297049283981,0.04053705185651779,0.001452541328035295,0.828797459602356
7,0.018045037984848022,0.057772696018218994,0.10658794641494751,-0.291236937046051,2.665705919265747,3.201583508082817,1049.3797919265867,0.7205309867858887,0.16768045723438263,0.11177028715610504,0.08831463754177094,0.002393262227997184,0.5870617032051086
8,0.015366785228252411,0.060154061764478683,0.1044621467590332,-0.08063849061727524,2.98880934715271,3.9145508228987693,1435.0690412832614,0.5130822062492371,0.3542789816856384,0.13224416971206665,0.12265417724847794,0.003423465648666024,0.25674736499786377
9,0.015488479286432266,0.0525050088763237,0.10460780560970306,-0.09943617880344391,2.7560577392578125,3.389939573921086,1424.6729146200819,0.5026240944862366,0.3730209469795227,0.12433890253305435,0.12407238781452179,0.005010991357266903,0.2466612160205841
10,0.030594635754823685,0.06416618078947067,0.1240321695804596,-0.1206723004579544,2.030555248260498,2.097301674109869,582.7426096988748,0.8933210968971252,0.06657618284225464,0.039521172642707825,0.04414190351963043,0.0016563445096835494,0.8273691534996033
11,0.015705525875091553,0.06428941339254379,0.11368268728256226,-0.05351310595870018,2.9969642162323,4.093426345590329,1492.9288736162462,0.4765518307685852,0.39922353625297546,0.12416195869445801,0.11765551567077637,0.003725220449268818,0.2441418468952179
12,0.014619480818510056,0.049653805792331696,0.0904521495103836,-0.1459137201309204,2.757500171661377,3.396413758145739,1319.4253540274317,0.5410963296890259,0.37461668252944946,0.08426695317029953,0.13413552939891815,0.0034216921776533127,0.30414775013923645
13,0.015510461293160915,0.05717749148607254,0.1052752435207367,-0.18221373856067657,3.023210287094116,3.686382397124297,1456.6855695899294,0.4804818034172058,0.4084806442260742,0.11102212220430374,0.12210917472839355,0.0034517659805715084,0.25014346837997437
14,0.014476312324404716,0.051151175051927567,0.09765461087226868,-0.13948100805282593,2.996201753616333,3.5334395875226825,1507.187816002589,0.4730941653251648,0.3990659713745117,0.12775318324565887,0.14315581321716309,0.004152919631451368,0.21977898478507996
15,0.01497937086969614,0.05477176979184151,0.10670822858810425,-0.1114780455827713,2.9109976291656494,3.6564799860180033,1480.7437907808408,0.4661785662174225,0.4141841232776642,0.11960060149431229,0.13057686388492584,0.004264823626726866,0.2195882797241211
