特征名称,数量,均值,标准差,最小值,25分位数,中位数,75分位数,最大值
均方根_RMS,1746.0,0.019874741594261253,0.00619694958444294,0.013789966702461243,0.014901710208505392,0.01690287236124277,0.025576444808393717,0.03210873529314995
峰值_Peak,1746.0,0.06484680516135378,0.01331153339717509,0.04150419309735298,0.054292418994009495,0.061080072075128555,0.07419485971331596,0.10650907456874847
峰峰值_PeakToPeak,1746.0,0.12139503308758566,0.02451807079957872,0.08072765171527863,0.10206529125571251,0.11212417855858803,0.14074572175741196,0.19461441040039062
偏度_Skewness,1746.0,-0.11209139239762025,0.11784855116134517,-0.421222060918808,-0.16485664248466492,-0.12171318009495735,-0.04666351433843374,0.1294916421175003
峭度_Kurtosis,1746.0,2.677112121216074,0.3485422029047464,2.064149856567383,2.2954447269439697,2.7864056825637817,2.9563326239585876,3.361610174179077
峰值因子_CrestFactor,1746.0,3.376564920299624,0.48100015090370757,2.4164462785069323,2.974172929264771,3.388381943651596,3.6923138901077435,5.301616281102544
频率重心_Hz,1746.0,1096.481038586486,353.40969068037793,565.1304550555828,650.6645475776002,1186.9024261713912,1423.1358043787877,1629.334082170248
0到1kHz能量占比,1746.0,0.6598195772434564,0.16355097400532187,0.40601620078086853,0.5050516426563263,0.6227414906024933,0.8584216237068176,0.9016409516334534
1到3kHz能量占比,1746.0,0.2502455933708676,0.13439839311099946,0.05962882190942764,0.09612642042338848,0.27518483996391296,0.37615618854761124,0.48301100730895996
3到5kHz能量占比,1746.0,0.08987379124236612,0.03478556973492624,0.03500921651721001,0.048597510904073715,0.09828219935297966,0.11790421046316624,0.17195093631744385
一倍频能量占比,1746.0,0.09235793567942147,0.042941278283058916,0.026434537023305893,0.04219650570303202,0.10175924003124237,0.13097504153847694,0.15011045336723328
二倍频能量占比,1746.0,0.0026125600524161347,0.0012675526337246584,0.0005985475145280361,0.001438663515727967,0.002418606192804873,0.003724902926478535,0.005990091245621443
三四倍频能量占比,1746.0,0.49770433646024026,0.24616156419081725,0.19028900563716888,0.2540794387459755,0.43856319785118103,0.8012053817510605,0.8377589583396912
