特征名称,数量,均值,标准差,最小值,25分位数,中位数,75分位数,最大值
均方根_RMS,1746.0,0.019836458775992553,0.006165365339304744,0.01378283929079771,0.014896946493536234,0.015882606618106365,0.025524071417748928,0.031775426119565964
峰值_Peak,1746.0,0.05881775542453597,0.005808703060899753,0.04167076200246811,0.054160269908607006,0.060234012082219124,0.06427783146500587,0.06438438594341278
峰峰值_PeakToPeak,1746.0,0.11127969952468747,0.011528767755109455,0.08060172200202942,0.10200735181570053,0.11160167679190636,0.1240321695804596,0.12403217703104019
偏度_Skewness,1746.0,-0.11090418928137336,0.11206051216788028,-0.4115872085094452,-0.16027257591485977,-0.11502163112163544,-0.04634796176105738,0.10762181878089905
峭度_Kurtosis,1746.0,2.651127166764433,0.38258944080939217,1.9816815853118896,2.24733304977417,2.78456711769104,2.9555874466896057,3.3639605045318604
峰值因子_CrestFactor,1746.0,3.1600112201723762,0.6721371607459361,2.025353909492466,2.502155033494831,3.3674187326988583,3.6401339900793994,4.476151933729631
频率重心_Hz,1746.0,1093.6383797206158,356.91953353729485,559.831877929541,642.9757426891115,1198.9873064404374,1424.5732122033958,1630.0869387917098
0到1kHz能量占比,1746.0,0.660607986450878,0.16514464570635803,0.4092710614204407,0.5046273320913315,0.6050969958305359,0.8609163612127304,0.9037142992019653
1到3kHz能量占比,1746.0,0.25021791369158175,0.13557246488836575,0.058007676154375076,0.09342019446194172,0.3017578721046448,0.3758626654744148,0.47404760122299194
3到5kHz能量占比,1746.0,0.08913606536902172,0.035103929278047966,0.034781649708747864,0.04792294930666685,0.09668069332838058,0.1177886500954628,0.17161910235881805
一倍频能量占比,1746.0,0.0924701939079855,0.04314653794217113,0.026392167434096336,0.041650064289569855,0.11406496167182922,0.13112389668822289,0.14999604225158691
二倍频能量占比,1746.0,0.002603414257139422,0.0012644232723116372,0.00037562596844509244,0.001413501740898937,0.002427018596790731,0.003730165131855756,0.005988898687064648
三四倍频能量占比,1746.0,0.49824681802986687,0.24807742052199167,0.19067953526973724,0.25357530266046524,0.3539218455553055,0.8047507256269455,0.8405596017837524
