特征名称,数量,均值,标准差,最小值,25分位数,中位数,75分位数,最大值
均方根_RMS,1746.0,0.018766000345754697,0.006336426793686578,0.009420237503945827,0.014006593963131309,0.016599361784756184,0.02214766386896372,0.041857969015836716
峰值_Peak,1746.0,0.054746278848622806,0.00790699136262147,0.032447535544633865,0.048088595271110535,0.05499107763171196,0.06337483786046505,0.06484457105398178
峰峰值_PeakToPeak,1746.0,0.10341414568982037,0.015198083155389102,0.06331048905849457,0.0908707957714796,0.1032351404428482,0.1182672567665577,0.12403217703104019
偏度_Skewness,1746.0,-0.11511649867851496,0.06907563397275189,-0.3114153742790222,-0.16442164778709412,-0.1123708002269268,-0.06765874847769737,0.1886657178401947
峭度_Kurtosis,1746.0,2.5418525618785845,0.39566336170661837,1.580008864402771,2.2080520391464233,2.610602855682373,2.86500746011734,3.402921676635742
峰值因子_CrestFactor,1746.0,3.092396358186123,0.5811047533895805,1.5395670211963572,2.7187208941143246,3.184201096784005,3.5065883432507006,4.703083628580079
频率重心_Hz,1746.0,1096.6993831729633,436.7417271128823,449.04174288446,686.7604211484305,1060.838089427452,1461.9192604486661,2175.785927483504
0到1kHz能量占比,1746.0,0.6614497032481643,0.19415395988647735,0.23346905410289764,0.4998607784509659,0.6746602356433868,0.8453345447778702,0.9526519179344177
1到3kHz能量占比,1746.0,0.24984021010656093,0.1525493662060247,0.028348123654723167,0.10628789477050304,0.23418644070625305,0.3739207983016968,0.608932614326477
3到5kHz能量占比,1746.0,0.08818544163758027,0.04277469507900184,0.018962636590003967,0.04796781577169895,0.0880817323923111,0.12298400700092316,0.20576797425746918
一倍频能量占比,1746.0,0.06901431937841619,0.03813862999305545,0.0005417309585027397,0.03560930211097002,0.06537074968218803,0.0994060393422842,0.18036462366580963
二倍频能量占比,1746.0,0.002200807540441461,0.0018183974019117945,1.02914027593215e-05,0.0008291662961710244,0.0017248362419195473,0.0030508629279211164,0.01482078991830349
三四倍频能量占比,1746.0,0.5324345977735819,0.25620075757442756,0.04308484494686127,0.30602046102285385,0.5470913052558899,0.779747411608696,0.9244521856307983
