样本编号,均方根_RMS,峰值_Peak,峰峰值_PeakToPeak,偏度_Skewness,峭度_Kurtosis,峰值因子_CrestFactor,频率重心_Hz,0到1kHz能量占比,1到3kHz能量占比,3到5kHz能量占比,一倍频能量占比,二倍频能量占比,三四倍频能量占比
0,0.03141035884618759,0.10000119358301163,0.1763271689414978,-0.16499345004558563,2.17209529876709,3.1837010863047017,626.0938722537418,0.8767468333244324,0.07631700485944748,0.04692433774471283,0.043979350477457047,0.0011932550696656108,0.8153875470161438
1,0.030978884547948837,0.08228804916143417,0.1571938693523407,-0.13201095163822174,2.099168062210083,2.6562624949072395,612.8851545799972,0.8853111267089844,0.066724993288517,0.047962937504053116,0.04098157584667206,0.0013426010264083743,0.8199160099029541
2,0.031388841569423676,0.07480160892009735,0.14864641427993774,-0.11740072816610336,2.061433792114258,2.3830636996358483,601.8749843654091,0.8907140493392944,0.06337384879589081,0.04591115191578865,0.04325713589787483,0.0011407558340579271,0.8291677832603455
3,0.029568612575531006,0.08925437182188034,0.16008049249649048,-0.1379082053899765,2.159770965576172,3.0185512286336595,590.2162565006203,0.8877047896385193,0.07243403792381287,0.039860520511865616,0.0414109081029892,0.001069235848262906,0.8233063220977783
4,0.032170701771974564,0.09881221503019333,0.17227894067764282,-0.14499548077583313,2.269550323486328,3.0714970325329327,615.4546826653207,0.8769571781158447,0.07988999783992767,0.043152108788490295,0.043752335011959076,0.0012192536378279328,0.8132765293121338
5,0.03347170725464821,0.09041015803813934,0.16547664999961853,-0.13194777071475983,2.183701992034912,2.701091920636436,607.3558868066892,0.8839675188064575,0.07213106751441956,0.043901246041059494,0.04274806007742882,0.0008898786036297679,0.8188567757606506
6,0.03276311606168747,0.08773580938577652,0.16353991627693176,-0.1190090999007225,2.096717119216919,2.677883544956676,612.1149646956975,0.8836709856987,0.07074769586324692,0.045572273433208466,0.04036574438214302,0.0009786654263734818,0.825182318687439
7,0.030336981639266014,0.08691718429327011,0.16628994047641754,-0.12152969092130661,2.105292797088623,2.8650570885373017,601.7294028890931,0.8867368102073669,0.06858683377504349,0.04467497393488884,0.04162892699241638,0.0008884033304639161,0.8203049898147583
8,0.03222426399588585,0.09497912228107452,0.18131360411643982,-0.13211561739444733,2.180399179458618,2.9474411670117058,623.4110208163802,0.8761439919471741,0.07699770480394363,0.04685824364423752,0.04275535047054291,0.0013075993629172444,0.809982180595398
9,0.03135865926742554,0.08161807060241699,0.1606624573469162,-0.1296922117471695,2.1336894035339355,2.602728321506932,640.8170968105484,0.8691638112068176,0.08409431576728821,0.04673660546541214,0.04393468424677849,0.001363935531117022,0.805062472820282
10,0.03352406993508339,0.0886339619755745,0.17160949110984802,-0.13856805860996246,2.0905699729919434,2.643890259880826,629.0917394304909,0.878912627696991,0.07495692372322083,0.04609941691160202,0.0409771092236042,0.0014346031239256263,0.8216668963432312
11,0.028042389079928398,0.07510632276535034,0.142746239900589,-0.1394781768321991,2.0631260871887207,2.6783139820433517,590.2769356936466,0.8955086469650269,0.059953473508358,0.044535424560308456,0.042300108820199966,0.0015213360311463475,0.834245502948761
12,0.02861962281167507,0.08017568290233612,0.14808304607868195,-0.13878118991851807,2.108466148376465,2.8014234648413283,582.8456077508068,0.8921985626220703,0.06838484853506088,0.03941645845770836,0.04492097720503807,0.0018241866491734982,0.8270208835601807
13,0.03218129649758339,0.08977624773979187,0.16575750708580017,-0.1322731375694275,2.1583268642425537,2.7897026381066965,624.163363771558,0.8776383399963379,0.07967382669448853,0.0426875464618206,0.04015662893652916,0.0017263948684558272,0.8151729106903076
14,0.02989482507109642,0.08232954889535904,0.15995776653289795,-0.11280059814453125,2.1400580406188965,2.753973261151635,639.3114748068924,0.8752170205116272,0.07678118348121643,0.04799686372280121,0.04334846884012222,0.0016598156653344631,0.8090176582336426
15,0.03289234638214111,0.11274819821119308,0.1992199420928955,-0.12120955437421799,2.2395834922790527,3.4277943232709567,662.4074287058913,0.8636711835861206,0.0842365026473999,0.05209030210971832,0.04276048392057419,0.0013648753520101309,0.8030299544334412
16,0.02805427834391594,0.09557986259460449,0.17763656377792358,-0.1326099932193756,2.2279603481292725,3.406962083269046,651.6509882574125,0.8655620813369751,0.08279097825288773,0.05163654685020447,0.04163793474435806,0.0010604815324768424,0.7997806072235107
17,0.033043272793293,0.09724552184343338,0.18314793705940247,-0.1315707564353943,2.1289215087890625,2.9429748817202195,620.54666926048,0.8758447170257568,0.07784539461135864,0.04629345238208771,0.04497147351503372,0.0010860312031581998,0.8141053318977356
18,0.02773597650229931,0.07278616726398468,0.13751345872879028,-0.14515922963619232,2.0968968868255615,2.624251114985134,625.3040827853474,0.8739338517189026,0.07976929843425751,0.04629701375961304,0.04216763377189636,0.001215964904986322,0.8078451156616211
19,0.028062956407666206,0.077843077480793,0.15000250935554504,-0.12261585891246796,2.125537395477295,2.773873014204378,630.0784813701445,0.8767299056053162,0.07635253667831421,0.0469171404838562,0.04230785742402077,0.0008647380163893104,0.8168612718582153
20,0.030017659068107605,0.08305667340755463,0.1657661497592926,-0.10344794392585754,2.1431238651275635,2.7669270683746165,619.2889705001435,0.880368709564209,0.07527381181716919,0.04435744881629944,0.04228939488530159,0.0008074194774962962,0.8200923204421997
21,0.03389805182814598,0.09247419238090515,0.18435464799404144,-0.1309058517217636,2.1399424076080322,2.7280090563020103,624.825393717849,0.8767478466033936,0.07756051421165466,0.04568760097026825,0.03977854549884796,0.0011074020294472575,0.8208314180374146
22,0.028568707406520844,0.09306146204471588,0.1600104570388794,-0.16603325307369232,2.2075233459472656,3.257461414590183,633.8693066025356,0.868255615234375,0.08798661082983017,0.04375642165541649,0.04138413444161415,0.0008728119428269565,0.8031216263771057
23,0.029890010133385658,0.09832261502742767,0.1773184835910797,-0.17284470796585083,2.286696434020996,3.289480819356321,705.5389171878713,0.8453466296195984,0.09595061838626862,0.05870255082845688,0.04158393666148186,0.0012709165457636118,0.7844209671020508
24,0.03336662799119949,0.09111377596855164,0.17816591262817383,-0.142977774143219,2.2303967475891113,2.730685761529525,709.4529066073151,0.8487987518310547,0.09093006700277328,0.060270678251981735,0.040971506386995316,0.001521404949016869,0.7890365123748779
25,0.02849992737174034,0.07895661145448685,0.14850464463233948,-0.1637999564409256,2.2047524452209473,2.770414479371881,616.0753591133347,0.878591775894165,0.0790364220738411,0.04236944764852524,0.04116009920835495,0.0014576081885024905,0.8211143612861633
26,0.03163830563426018,0.08702229708433151,0.16880394518375397,-0.1649613082408905,2.143094062805176,2.7505359511840335,592.8143195277997,0.8923339247703552,0.06281247735023499,0.04485350102186203,0.04374018684029579,0.0012565040960907936,0.8282039761543274
27,0.027781976386904716,0.07246609032154083,0.13970430195331573,-0.12739963829517365,2.1096479892730713,2.6083849942760007,609.2752546827099,0.8872853517532349,0.06559532135725021,0.04711725935339928,0.043879441916942596,0.0014994426164776087,0.8195657730102539
