特征名称,数量,均值,标准差,最小值,25分位数,中位数,75分位数,最大值
均方根_RMS,1746.0,0.01989979255903952,0.006204193516917878,0.013794510625302792,0.014925903175026178,0.01692462433129549,0.025617266539484262,0.03213070333003998
峰值_Peak,1746.0,0.06499490627905893,0.013410858012510197,0.0418415330350399,0.05439145490527153,0.061159826815128326,0.07497869059443474,0.10522670298814774
峰峰值_PeakToPeak,1746.0,0.12163543675995228,0.02465041617387692,0.08003684878349304,0.10217923112213612,0.11246218159794807,0.1411420740187168,0.19380302727222443
偏度_Skewness,1746.0,-0.11167447979310466,0.11758143316646284,-0.4183937609195709,-0.16519368439912796,-0.12161250784993172,-0.047157212160527706,0.12709499895572662
峭度_Kurtosis,1746.0,2.678615428191553,0.3470316200030312,2.067812442779541,2.3004623651504517,2.7896697521209717,2.9560166597366333,3.354240655899048
峰值因子_CrestFactor,1746.0,3.3788697171918516,0.4784629068156443,2.4441207999886236,2.98538128451944,3.3881010380098378,3.69395355187514,5.321607535781018
频率重心_Hz,1746.0,1100.000857153272,352.7093887220515,570.6532821105378,654.5984919227652,1188.903756913222,1425.7412923252432,1637.8929150547044
0到1kHz能量占比,1746.0,0.6586456665980447,0.16316885559068586,0.4013513922691345,0.5044098198413849,0.6231332421302795,0.8567045032978058,0.8996999263763428
1到3kHz能量占比,1746.0,0.2506275847255501,0.13402965312088735,0.061243943870067596,0.09671572037041187,0.27535973489284515,0.37602323293685913,0.4870101511478424
3到5kHz能量占比,1746.0,0.09068743452719943,0.03472431667804361,0.03631838038563728,0.04954447224736214,0.0989006794989109,0.1190594881772995,0.173025980591774
一倍频能量占比,1746.0,0.09212469153814573,0.04283503704265961,0.026262804865837097,0.0420657629147172,0.10196307674050331,0.13067078217864037,0.15097375214099884
二倍频能量占比,1746.0,0.002607466677992678,0.0012677773117039737,0.0005168784409761429,0.0014362811925821006,0.0024229078553617,0.0037372417864389718,0.006225320044904947
三四倍频能量占比,1746.0,0.4965871437138025,0.2456339786060349,0.19019490480422974,0.2537684589624405,0.43841397762298584,0.7994837015867233,0.835151195526123
